Sr.NO,Name ,Inwards Qty,Outwards Qty,Net Movement,Stock Turnover Rate
609,EBCO-P-DKL1K-NS-KEYED-(PRESTO-DOOR KNOB LOCK-KEYED),0.0,0.0,0.0,0.0
610,EBCO-P-DKL-1K-NS-KEYLESS-(PRESTO-DOOR-KNOB-LOCK),0.0,0.0,0.0,0.0
611,EBCO-PMT-1-22-PUSH & TURN LATCH (CENTRE)-NICKEL,0.0,0.0,0.0,0.0
612,EBCO-P-SRC-35D-CUPBOARD LOCK-DIMPLE KEY,0.0,0.0,0.0,0.0
613,EBCO-SLIDING WARDROBE LOCK-PWLS-1-19MM,0.0,2.0,-2.0,1999999999.9999998
614,EBCO-SLIDING WARDROBE LOCK-PWLS-1-25,0.0,0.0,0.0,0.0
615,EBCO-TL-1-TURN LATCH-SATIN LATCH,0.0,0.0,0.0,0.0
616,EUROPA-C.LOCK-F-360SB,0.0,0.0,0.0,0.0
617,EUROPA - CYLINDRICAL LOCK KEYED,0.0,0.0,0.0,0.0
618,EUROPA - CYLINDRICAL LOCK KEYLESS,0.0,1.0,-1.0,999999999.9999999
619,EUROPA DISC PAD LOCK-P 390 SS COMMON KEY,0.0,0.0,0.0,0.0
620,EUROPA-D.LOCK-F-355 SS-DIMPLE KEY,0.0,1.0,-1.0,999999999.9999999
621,EUROPA-D.LOCK-F-365-19MM-DIPLE KEY,0.0,0.0,0.0,0.0
622,EUROPA-D.LOCK-F-375SS-DIMPLE KEY,0.0,0.0,0.0,0.0
623,EUROPA - NIGHT LATCH 8013 IN TRIBOLT,0.0,0.0,0.0,0.0
624,EUROPA-NIGHT LATCH-8013 NS-3 DEAD BOLTS,0.0,0.0,0.0,0.0
625,EUROPA - NIGHT LATCH 8013 - NS TRIBOLT,0.0,0.0,0.0,0.0
626,FOUR WAY LOG (POPAT) LOCK,0.0,0.0,0.0,0.0
627,GODREJ-1151-STRIKER PALTE-TRIBOLT,0.0,0.0,0.0,0.0
628,GODREJ- 4291 -VERTIBOLT ULTRA-1CK SS,0.0,0.0,0.0,0.0
629,GODREJ-4374-DRAWER LOCK-NUVO-20MM-BS,0.0,11.0,-11.0,11000000000.0
630,GODREJ-4375-DRAWER LOCK-NUVO-25MM-BS,0.0,1.0,-1.0,999999999.9999999
631,GODREJ-4376-WARDROBE LOCK-NUVO-25MM-BS,0.0,0.0,0.0,0.0
632,GODREJ-4377-WARDROBE LOCK-NUVO-32MM-BS,0.0,0.0,0.0,0.0
633,GODREJ-4492-HANDLE WITH LOCK,0.0,0.0,0.0,0.0
634,Godrej-5304-Ultra Latch Cum Lock Shaft-Inside,0.0,0.0,0.0,0.0
635,GODREJ-5760-ULTRA XL+ TWINBOLT-OUTSIDE-SS,0.0,0.0,0.0,0.0
636,GODREJ-5762-ULTRA LOCK-(OUTSIDE)-S/A,0.0,1.0,-1.0,999999999.9999999
637,GODREJ-5809-CY.LOCK-WOODEN CLASSIC-60MM,0.0,0.0,0.0,0.0
638,GODREJ-5810-CY.LOCK-ANT./B-60MM,0.0,0.0,0.0,0.0
639,GODREJ-6078-ULTRA XL+ RIM DEAD BOLT-LATCH,0.0,0.0,0.0,0.0
640,GODREJ-6082-ULTRA XL+ TWINBOLT 1 CK -SS- LOCK,0.0,0.0,0.0,0.0
641,GODREJ  6083  ULTRA LOCK INSIDE,0.0,0.0,0.0,0.0
642,GODREJ-6084-ULTRA XL-TWINBOLT-1 CK-DEADBOLT-SS,0.0,0.0,0.0,0.0
643,GODREJ-6086-ULTRA XL+ TRIBOLT 1K-SS- LOCK-(INSIDE),0.0,0.0,0.0,0.0
644,GODREJ-6088-ULTRA XL+ TRIBOLT 1 CK DB-SS,0.0,0.0,0.0,0.0
645,GODREJ-6359-PENTABOLT-ARIES-1CK/OROMAN SILVER,0.0,0.0,0.0,0.0
646,GODREJ-6362-PENTABOLT-ARIES-1CK I/O VEGAS GOLD,0.0,0.0,0.0,0.0
647,GODREJ-6403-VERTIBOLT-RIM LOCK,0.0,0.0,0.0,0.0
648,GODREJ-6698-ROSE SET NEH 10,0.0,0.0,0.0,0.0
649,GODREJ-7119-ROSE SET NEH 06,0.0,0.0,0.0,0.0
650,GODREJ-8010-CURVO WARDROBE LOCK-25MM,0.0,2.0,-2.0,1999999999.9999998
651,GODREJ-8085-CURVO-D.LOCK-20MM-COMMON KEY,0.0,0.0,0.0,0.0
652,GODREJ-8261-NIGHT LATCH-(INSIDE),0.0,0.0,0.0,0.0
653,GODREJ-8351-RIM LOCK (INSIDE) MET SATIN,0.0,0.0,0.0,0.0
654,GODREJ-8352-RIM LOCK-A/B,0.0,0.0,0.0,0.0
655,GODREJ-8447-24CM-MORTISE LOCK,0.0,0.0,0.0,0.0
656,GODREJ-8448-24CM-LOCK BODY-3 BOLTS LOCK,0.0,0.0,0.0,0.0
657,GODREJ-8812-RIM LOCK,0.0,0.0,0.0,0.0
658,GODREJ-8813-RIM LOCK-O/S,0.0,0.0,0.0,0.0
659,GODREJ-9104-RIM LOCK-1 CK (INSIDE) BEIGE BROWN,0.0,0.0,0.0,0.0
660,GODREJ-9105-RIM LOCK-(OUTSIDE)-BIEGE BROWN,0.0,0.0,0.0,0.0
661,GODREJ-9159-HOOK BOLT-SLIDING POPAT LOCK-4 LEVER,0.0,-4.0,4.0,-3999999999.9999995
662,GODREJ-9843-CY.LOCK-KEYLESS-5 YRS.,0.0,0.0,0.0,0.0
663,GODREJ-CY. LOCK-5329-KEYED-(5 YR.),0.0,0.0,0.0,0.0
664,GODREJ-CY.LOCK WITH KEY-5808,0.0,0.0,0.0,0.0
665,GODREJ-CY. LOCK WITH KEY-6334,0.0,0.0,0.0,0.0
666,GODREJ-CY.LOCK W/O  KEY-5805,0.0,0.0,0.0,0.0
667,GODREJ-D. & C. MULTIPURPOSE LOCK (8299)-UNI.KEY,0.0,1.0,-1.0,999999999.9999999
668,GODREJ-DISC PAD LOCK-90MM- KEYS DURO-4067 ULTRA XL+,0.0,0.0,0.0,0.0
669,GODREJ-D.LOCK-20MM-CURVO-8012,60.0,0.0,60.0,0.0
670,GODREJ-D.LOCK-25MM-CURVO-8013,0.0,0.0,0.0,0.0
671,GODREJ-D.LOCK 8000 MULTIPURPOSE-DIMPLE ULTRA KEY,0.0,0.0,0.0,0.0
672,GODREJ-D.LOCK-9350 MULTIPURPOSE LOCK-BLACK KEY,0.0,1.0,-1.0,999999999.9999999
673,GODREJ-DURA LOCK-ULTRA XL-70MM-4072-COMMON KEY,5.0,0.0,5.0,0.0
674,GODREJ-DURA PAD LOCK-70MM-8227-COMMON KEY,0.0,0.0,0.0,0.0
675,GODREJ-DURA PAD LOCK-70MM-8349,0.0,0.0,0.0,0.0
676,GODREJ-DURA PAD LOCK-90MM-8228-COMMON KEY,0.0,0.0,0.0,0.0
677,GODREJ-DURA PAD LOCK-90MM-8350,0.0,0.0,0.0,0.0
678,GODREJ-LOCK BODY-8189-24CM-EUROPROFILE-A/B,0.0,0.0,0.0,0.0
679,GODREJ-MY LOCK-CANDY-6666,0.0,1.0,-1.0,999999999.9999999
680,GODREJ-NAVTAL-ULTRA XL+ (5100)-3 TON,0.0,0.0,0.0,0.0
681,GODREJ-PAD LOCK-5 LEVER-NAVTAL-3277-3 KEYS,0.0,0.0,0.0,0.0
682,GODREJ-RIM LOCK-5305-TRI BOLT-ULCT-S/N,0.0,0.0,0.0,0.0
683,GODREJ-RIM LOCK- 6087-ULTRA XL+TRIBOLT INSIDE OP.,0.0,0.0,0.0,0.0
684,GODREJ-RIM LOCK-8127-ULTRA TRIBOLT-INSIDE-S/N,0.0,0.0,0.0,0.0
685,GODREJ-RIM LOCK-8129-ULTRA TRIBOLT-OUTSIDE-S/N,0.0,0.0,0.0,0.0
686,GODREJ-ROUND PAD LOCK-40MM--8147,0.0,0.0,0.0,0.0
687,GODREJ-ROUND PAD LOCK-67MM-8149,0.0,0.0,0.0,0.0
688,GODREJ SAFE NX PRO DIGI GREY EL - XL MODEL 30 LTR,-1.0,0.0,-1.0,-0.0
689,GODREJ SAFE NXPRO DIGI IVORY (M) ELMODEL 15 LTRDIGI,-1.0,0.0,-1.0,-0.0
690,GODREJ SAFE NX PRO IVORY MODEL 15L KL-M,-1.0,0.0,-1.0,-0.0
691,GODREJ-TRI SHAFT LATCH-5120-BRASS/ANT.,0.0,0.0,0.0,0.0
692,GODREJ-ULTRA VERTIBOLT-ANT. BRASS-BLISTER-6401,0.0,0.0,0.0,0.0
693,GUTKI-70MM CYLINDER (CY.LOCK),0.0,0.0,0.0,0.0
694,HETTICH CYLINDRICAL LOCK WITH KEY,0.0,1.0,-1.0,999999999.9999999
695,HETTICH CYLINDRICAL LOCK W/O KEY,0.0,0.0,0.0,0.0
696,HOOK POPAT LOCK-C-024,0.0,0.0,0.0,0.0
697,KEM-LATCH-ULTRA-TRIBOLT-3040SS-LOCK,0.0,0.0,0.0,0.0
698,KEY HOLE-ROUND-MT,0.0,0.0,0.0,0.0
699,KHAKI-LOCK BODY-60X85-SS,0.0,0.0,0.0,0.0
700,MYTO-MORTSE DEAD & SLIDING LOCK L-03,0.0,0.0,0.0,0.0
701,OGDL1-GG=OPENABLE GL DOOR LOCK-GLASS-GLASS SS 304,0.0,0.0,0.0,0.0
702,POPAT SLIDING LOCK,0.0,-1.0,1.0,-999999999.9999999
703,P-TCLW-PRL (TOUCHPAD COMBINATION LPCK WOOD LEFT),0.0,0.0,0.0,0.0
704,QUBA - M.D. LOCK TRIDENT Q-238-SS,0.0,0.0,0.0,0.0
705,QUBA - M.D. LOCK TRIDENT Q-240-SS,0.0,0.0,0.0,0.0
706,RAJVANSHI-D.LOCK-20MM-SIMPLE,0.0,1.0,-1.0,999999999.9999999
707,RAMSON-CUP.LOCK-WAVE KEY-25MM,0.0,0.0,0.0,0.0
708,RAMSON-CUTE-D.LOCK-DIMPLE ULTRA KEY-19MM,0.0,0.0,0.0,0.0
709,RAMSON-ZIM-LATCH RIM-5 KEYS-LOCK,0.0,0.0,0.0,0.0
710,SLDL-W1-PL-SWING DOOR LOCK WOOD NICKEL,0.0,2.0,-2.0,1999999999.9999998
711,TAIWAN-STEEL MORTISE LOCK-B-86-50MM-(100X85),0.0,-2.0,2.0,-1999999999.9999998
712,TITAN-LOCK BODY+CYLINDER-COMBO-70MM-(85X45),0.0,0.0,0.0,0.0
713,YALE J 20 LOCK (DISPLAY BOARD),0.0,0.0,0.0,0.0
714,A&D-DOOR STOPPER-MAGNET-PVC,0.0,0.0,0.0,0.0
715,ALICO-MAGNET NO.2-PVC,0.0,0.0,0.0,0.0
716,ALICO-MAGNET-NO.3-PVC,0.0,0.0,0.0,0.0
717,"BELL-DOOR HOLDER MAGNET-SS-3""",0.0,3.0,-3.0,3000000000.0
718,"BLANDOX - MAGNET DOOR STOPPER - MATT - 4""",0.0,2.0,-2.0,1999999999.9999998
719,"CHINA-DOOR HOLDER MAGNET-SS-4""",0.0,0.0,0.0,0.0
720,DEN-MAGNET NO-2 PVC,0.0,0.0,0.0,0.0
721,DOOR MAGNET-HEAVY-ANT./BR.,0.0,0.0,0.0,0.0
722,ECO-PUSH MAGNET STOPPER-FIX-SS,0.0,2.0,-2.0,1999999999.9999998
723,"ETIOS-DOOR HOLDER MAGNET-SS-4""",0.0,0.0,0.0,0.0
724,HYLIS-PUSH MAGNET CATCH-PVC,0.0,8.0,-8.0,7999999999.999999
725,LAXMIPLUS-DOOR STOPPER MAGNET-PVC-SPLX-5,0.0,0.0,0.0,0.0
726,M6 DOOR CATCHAR-BVM,0.0,0.0,0.0,0.0
727,MAGNET - PATTI - SS,0.0,0.0,0.0,0.0
728,MILL-MAGNET NO.3-PVC,0.0,0.0,0.0,0.0
729,PARSHVAGURU MAGNET DOOR STOPPER M 5,0.0,0.0,0.0,0.0
730,PRAJVAL-PUSH MAGNET CATCH-SS,0.0,0.0,0.0,0.0
731,SHANTI-MAGNET NO-2 SS,0.0,0.0,0.0,0.0
732,SHANTI-MAGNET NO.3-SS,0.0,0.0,0.0,0.0
733,SHANTI- MAGNET NO. 7- BROWN & IVORY,0.0,60.0,-60.0,60000000000.0
734,SHREEJI - MAGNET NO. 2,0.0,0.0,0.0,0.0
735,SHREEJI-MAGNET NO.3-PVC,350.0,218.0,132.0,0.6228571428553633
736,TULIPAN MAGNET SS NO. 2,0.0,0.0,0.0,0.0
737,"ZABID-DOOR HOLDER MAGNET-SS-4""",0.0,0.0,0.0,0.0
738,AAYUSHI SS SOFA LEG 50MM,34.0,34.0,0.0,0.9999999999705883
739,"B.L.-SOFA LEG-3""-50MM-MT-SQ.",0.0,0.0,0.0,0.0
740,"DANIS-SOFA LEG-3""-ROUND-45MM",0.0,0.0,0.0,0.0
741,DANIS - SOFA LEG-32-65MM-SS MATT 4'',20.0,23.0,-3.0,1.1499999999425
742,"DANIS-SOFA LEG-F-01-45MM-MATT-3""",0.0,0.0,0.0,0.0
743,"DANIS-SOFA LEG-F-01-45MM-ROUND-MATT-4""",0.0,4.0,-4.0,3999999999.9999995
744,"DANIS-SOFA LEG-F-01-45MM-ROUND-MATT-6""",0.0,0.0,0.0,0.0
745,"DANIS-SOFA LEG-F-12-45MM-LINING-3""",0.0,0.0,0.0,0.0
746,"DANIS-SOFA LEG-F-12-45MM-LINING-4""",0.0,0.0,0.0,0.0
747,"DANIS-SOFA LEG-F-12-45MM-ROUND-LINING-6""",0.0,0.0,0.0,0.0
748,"DANIS-SOFA LEG-F-22A-65MM-ROUND-CD CUT-6""",0.0,0.0,0.0,0.0
749,"DANIS-SOFA LEG-F-23-32MM-SQ.-3""",0.0,0.0,0.0,0.0
750,"DANIS-SOFA LEG-F-23-32MM-SQ. MATT-4""",0.0,0.0,0.0,0.0
751,"DANIS-SOFA LEG-F-23-32-SQ.-MATT-6""",0.0,0.0,0.0,0.0
752,"DANIS-SOFA LEG-F-27-50MM-SQ.-MATT-3""",0.0,0.0,0.0,0.0
753,"DANIS-SOFA LEG-F-27-50MM-SQ.MATT-6""",0.0,3.0,-3.0,3000000000.0
754,"DANIS-SOFA LEG-ROUND-GLOSSY-4""",0.0,0.0,0.0,0.0
755,"SHANTI-SAAVY-SOFA LEG-SF 102-45MM-ROUND-3""-CP",0.0,4.0,-4.0,3999999999.9999995
756,"SHANTI-SOFA LEG-SF-106-65MM-ROUND-LINING-3""",0.0,0.0,0.0,0.0
757,"SHANTI-SOFA LEG-SF-106-65MM-ROUND-LINING-4""",0.0,0.0,0.0,0.0
758,SHANTI-SOFA-LEG-SF-114-45MM-ROUND-GLOSSY,0.0,0.0,0.0,0.0
759,"SHANTI-SOFA LEG-SF-114-50MM-ROUND-GLOSSY-3""-SAVVY",0.0,0.0,0.0,0.0
760,"SHANTI-SOFA LEG-SF-114-50MM-ROUND-GLOSSY-4""",0.0,0.0,0.0,0.0
761,"SHANTI-SOFA LEG-SF-115-65MM-ROUND-GLOSSY-3""-SAVVY",0.0,3.0,-3.0,3000000000.0
762,"SHANTI-SOFA LEG-SF-115-65MM-ROUND-GLOSSY-4""SAVVY",0.0,0.0,0.0,0.0
763,"SOFA LEG-3""-SQUARE-80MM-HY.",0.0,0.0,0.0,0.0
764,"SOFA LEG-4""-SQUARE-80MM",0.0,0.0,0.0,0.0
765,"SOFA LEG-SF103-3""",0.0,0.0,0.0,0.0
766,"SOFA LEG-SF103-4""",0.0,0.0,0.0,0.0
767,"6"" BRASS MATKA TOWER BOLT",1.0,2.0,-1.0,1.9999999979999998
768,DENIM S S MATKA TOWER BOLT 12'',0.0,0.0,0.0,0.0
769,"DENIM- TOWER BOLT- MATKA- 8""- BEASS",1.0,0.0,1.0,0.0
770,"ECO-TOWER BOLT-BRASS-8""X1/2",0.0,0.0,0.0,0.0
771,"ECO-TOWER BOLT-BRASS-NECK-8""X1/2",0.0,0.0,0.0,0.0
772,"ECO-TOWER BOLT-CP-6""",0.0,0.0,0.0,0.0
773,"ECO-TOWER BOLT-CP-8""",0.0,0.0,0.0,0.0
774,"ECO-TOWER BOLT-NECK-4""-BRASS",0.0,0.0,0.0,0.0
775,"ECO-TOWER BOLT-NECK-BRASS-6""",0.0,0.0,0.0,0.0
776,"FLORA-PUSH TOWER BOLT-10""-MATT",0.0,0.0,0.0,0.0
777,G STAR S.S  L TOWER BOLT 6'',0.0,8.0,-8.0,7999999999.999999
778,G STAR S.S TOWER BOLT 4'',0.0,20.0,-20.0,20000000000.0
779,G STAR S.S TOWER BOLT 6'',0.0,3.0,-3.0,3000000000.0
780,G STAR S.S TOWER BOLT 8'',0.0,2.0,-2.0,1999999999.9999998
781,"HEERA-BABY LATCH-4""-MATT",0.0,0.0,0.0,0.0
782,"MILL.-BABY LATCH-ALUM.-SQ.-4""",0.0,0.0,0.0,0.0
783,"MILL.-T.BOLT-ALUM-MT-10""-12MM-SYLO",0.0,0.0,0.0,0.0
784,"MILL.-TOWER BOLT-ALUM.-12""-MATT-12MM",0.0,0.0,0.0,0.0
785,"MILL.-TOWER BOLT-ALUM.-6""x12-MATT",0.0,0.0,0.0,0.0
786,"MILL.-TOWER BOLT-ALUM.-8""-MATT",0.0,0.0,0.0,0.0
787,"MILL.-TOWER BOLT-ALUM.-ANT.-12""",0.0,1.0,-1.0,999999999.9999999
788,"MILL.-TOWER BOLT-ALUM.-ANT.-6""-SQ.",0.0,0.0,0.0,0.0
789,"MILL.-TOWER BOLT-ALUM.-ANT.-8""-12MM",0.0,0.0,0.0,0.0
790,"MILL.-TOWER BOLT-ALUM.-MT.-10""-12MM",0.0,0.0,0.0,0.0
791,"MILL.-TOWER BOLT-ALUM.-MT.-4""-12MM",0.0,2.0,-2.0,1999999999.9999998
792,"MILL.-TOWER BOLT-STEEL-10""-SQ.-MATT",0.0,0.0,0.0,0.0
793,"MILL.-TOWER BOLT-STEEL-12""-SQ-STEEL",0.0,9.0,-9.0,9000000000.0
794,"MILL.-TOWER BOLT-STEEL--4""-SQ.-MATT",0.0,22.0,-22.0,22000000000.0
795,"MILL.-TOWER BOLT-STEEL-6""-MATT",0.0,0.0,0.0,0.0
796,"MILL.-TOWER BOLT-STEEL-8""-SQ.-MATT",0.0,0.0,0.0,0.0
797,"MILL.-TOWER BOLT-STEEL-MARBLE-4""-MATT",0.0,0.0,0.0,0.0
798,"MILL.-TOWER BOLT-STEEL-MARBLE-6""-MATT",0.0,0.0,0.0,0.0
799,"MILL.-TOWER BOLT-STEEL-MARBLE-8""-SQ.MATT",0.0,0.0,0.0,0.0
800,"Namya-Kent-Push Tower Bolt-2""-SS",15.0,0.0,15.0,0.0
801,"NAMYA-T.BOLT-MARBLE-BRASS-12""",0.0,1.0,-1.0,999999999.9999999
802,"NAMYA-TOWER BOLT-8""-BRASS-SS",0.0,2.0,-2.0,1999999999.9999998
803,"NAMYA-TOWER BOLT-MARBLE-6""-BRASS",0.0,1.0,-1.0,999999999.9999999
804,"NAMYA-TOWER BOLT-MATKA-12"" BRASS",0.0,0.0,0.0,0.0
805,"PRAJVAL-T.BOLT-MARBLE-BRASS-12""",0.0,0.0,0.0,0.0
806,"REENA-TOWER BOLT-3""-SS-7MM",0.0,0.0,0.0,0.0
807,"SHANTI-TOWER BOLT-MARBLE-4""",0.0,0.0,0.0,0.0
808,"SHANTI-TOWER BOLT-MARBLE-6""",0.0,0.0,0.0,0.0
809,"STAR-BABY LATCH-ZEN-3""",0.0,0.0,0.0,0.0
810,"STAR-BABY LATCH-ZEN-4""",0.0,0.0,0.0,0.0
811,"STAR-TOWER BOLT-CAPSUAL-3""-SS",0.0,2.0,-2.0,1999999999.9999998
812,"STAR-TOWER BOLT-CAPSULE-4""-SS",0.0,-2.0,2.0,-1999999999.9999998
813,"STAR-TOWER BOLT-CAPSULE.-6""SS",0.0,1.0,-1.0,999999999.9999999
814,"STAR-TOWER BOLT-ROYAL-4""-SS",0.0,2.0,-2.0,1999999999.9999998
815,"STAR-TOWER BOLT-ROYAL.-6""-SS",0.0,1.0,-1.0,999999999.9999999
816,"TOWER BOLT-CENTRE-3""",0.0,1.0,-1.0,999999999.9999999
817,Black Bull Ply Commercial 1263,1440.0,522.0,918.0,0.36249999999974825
818,Black Bull Ply Commercial 1264,1872.0,528.0,1344.0,0.2820512820511314
819,Black Bull Ply Commercial 1274,9072.0,6132.0,2940.0,0.6759259259258514
820,Black Bull Ply Commercial 1284,5340.0,2908.0,2432.0,0.5445692883894111
821,Black Bull Ply Commercial 1684,33536.0,21600.0,11936.0,0.6440839694656297
822,Black Bull Ply Commercial 1863,1368.0,288.0,1080.0,0.2105263157893198
823,Black Bull Ply Commercial 1864,3064.0,864.0,2200.0,0.28198433420356334
824,Black Bull Ply Commercial 1884,16480.0,11296.0,5184.0,0.6854368932038419
825,Black Bull Ply Commercial 664,24.0,24.0,0.0,0.9999999999583333
826,Black Bull Ply Commercial 6 7x4,28.0,28.0,0.0,0.9999999999642857
827,Black Bull Ply Commerecial 1874,2492.0,1736.0,756.0,0.6966292134828665
828,Black Bull Ply New Commercial 1284,81.0,80.0,1.0,0.987654320975461
829,Black Bull Ply New Commercial 1684,400.0,33.0,367.0,0.08249999999979375
830,Black Bull Ply New Commercial 1884,215.0,129.0,86.0,0.5999999999972093
831,BWR ULTRA  B/B 19 - 7X4,140.0,112.0,28.0,0.7999999999942857
832,BWR ULTRA POPULAR B/B 19 - 7X4,24.0,0.0,24.0,0.0
833,BWR ULTRA POPULAR B/B 19 - 8X4,192.0,0.0,192.0,0.0
834,COLORSPLY 710 BWP GOLD 12-7X4,0.0,0.0,0.0,0.0
835,COLORSPLY 710 BWP GOLD 12-8X4,201.0,149.0,52.0,0.7412935323346205
836,COLORSPLY 710 BWP GOLD 19-7X4,3.0,0.0,3.0,0.0
837,COLORSPLY 710 BWP GOLD 19-8X4,581.0,370.0,211.0,0.6368330464705046
838,COLORSPLY 710 BWP GOLD 6-7X4,2.0,2.0,0.0,0.9999999995
839,COLORSPLY 710 BWP GOLD 6-8X4,9.0,9.0,0.0,0.9999999998888889
840,COLORSPLY 710 BWP GOLD 9-7X4,20.0,20.0,0.0,0.99999999995
841,COLORSPLY 710 BWP GOLD 9-8X4,8.0,2.0,6.0,0.24999999996875
842,COLORSPLY BWR BB 19-8X4,10.0,0.0,10.0,0.0
843,COLORSPLY BWR ECO 8 - 8X4,98.0,0.0,98.0,0.0
844,COLORSPLY BWR GOLD 12-7X4,804.0,341.0,463.0,0.4241293532333033
845,COLORSPLY BWR GOLD 12-8X4,1925.0,740.0,1185.0,0.3844155844153847
846,COLORSPLY BWR GOLD 16-7X4,0.0,0.0,0.0,0.0
847,COLORSPLY BWR GOLD 16-8X4,4.0,0.0,4.0,0.0
848,COLORSPLY BWR GOLD 18-7X4,1120.0,479.0,641.0,0.4276785714281896
849,COLORSPLY BWR GOLD 18-8X4,6264.0,2626.0,3638.0,0.4192209450829471
850,COLORSPLY BWR GOLD 6-7X4,37.0,13.0,24.0,0.3513513513418554
851,COLORSPLY BWR GOLD 6-8X4,296.0,90.0,206.0,0.3040540540530269
852,COLORSPLY BWR GOLD 8-7X4,45.0,17.0,28.0,0.37777777776938276
853,COLORSPLY BWR GOLD 8-8X4,368.0,134.0,234.0,0.3641304347816192
854,COLORSPLY BWR OLD ULTRA 1274,25.0,24.0,1.0,0.9599999999616
855,COLORSPLY BWR OLD ULTRA  12 MM 8X4,3.0,3.0,0.0,0.9999999996666666
856,COLORSPLY BWR OLD ULTRA 684,10.0,10.0,0.0,0.9999999999
857,COLORSPLY BWR OLD ULTRA 874,5.0,0.0,5.0,0.0
858,COLORSPLY BWR OLD ULTRA 884,5.0,0.0,5.0,0.0
859,COLORSPLY BWR ULTRA 12-7X4,215.0,95.0,120.0,0.44186046511422394
860,COLORSPLY BWR ULTRA 12-8X4,486.0,174.0,312.0,0.35802469135728804
861,COLORSPLY BWR ULTRA 18-7X4,301.0,165.0,136.0,0.5481727574732619
862,COLORSPLY BWR  ULTRA  - 18 8X4,2038.0,896.0,1142.0,0.4396467124629835
863,COLORSPLY BWR ULTRA 6-7X4,14.0,9.0,5.0,0.6428571428112245
864,COLORSPLY BWR ULTRA 6-8X4,103.0,46.0,57.0,0.44660194174323686
865,COLORSPLY BWR ULTRA 8-7X4,72.0,16.0,56.0,0.2222222222191358
866,COLORSPLY BWR ULTRA 8 -8X4,135.0,110.0,25.0,0.8148148148087793
867,Colorsply Centring Ply 1284,32.0,0.0,32.0,0.0
868,COLORSPLY COLORS WOOD 1274,5.0,5.0,0.0,0.9999999998
869,COLORSPLY COLORWOOD 12MM 7X4,34.0,34.0,0.0,0.9999999999705883
870,COLORSPLY MR PINE BB 19-7X3,110.0,16.0,94.0,0.14545454545322314
871,COLORSPLY MR PINE BB 19-7X4,152.0,51.0,101.0,0.33552631578726627
872,COLORSPLY MR PINE BB 19-8X4,349.0,220.0,129.0,0.63037249283487
873,COLORSPLY MR PINE BB 25-7X3,107.0,17.0,90.0,0.15887850467141235
874,COLORSPLY MR PINE BB 25-7X4,274.0,117.0,157.0,0.4270072992685146
875,COLORSPLY MR PINE BB 25-8X4,471.0,168.0,303.0,0.35668789808841467
876,COLORSPLY OLD DX DOLPHINE 8MM 7X4,2.0,2.0,0.0,0.9999999995
877,COLORSPLY OLD DX DOLPHINE 8MM 8X4,5.0,5.0,0.0,0.9999999998
878,COLORSPLY OLD SUPREEN GOLD 6MM 7X4,1.0,1.0,0.0,0.9999999989999999
879,COLORSPLY OLD SUPREEN GOLD 8MM 7X4,4.0,4.0,0.0,0.99999999975
880,COLORSPLY W BWR SILVER -  12MM 7X4,50.0,15.0,35.0,0.299999999994
881,COLORSPLY W BWR SILVER -  12MM 8X4,236.0,150.0,86.0,0.6355932203362898
882,COLORSPLY W BWR SILVER -  18MM 7X4,97.0,21.0,76.0,0.21649484535859284
883,COLORSPLY W BWR SILVER -  18MM 8X4,390.0,65.0,325.0,0.16666666666623933
884,COLORSPLY W BWR SILVER -  6MM 8X4,40.0,0.0,40.0,0.0
885,COLORSPLY W BWR SILVER - 8MM 8X4,40.0,14.0,26.0,0.34999999999125003
886,COLORSPLY W NEW BWR ULTRA -  12MM 7X4,49.0,30.0,19.0,0.6122448979466889
887,COLORSPLY W NEW BWR ULTRA -  12MM 8X4,47.0,47.0,0.0,0.9999999999787235
888,COLORSPLY W NEW BWR ULTRA -  18MM 8X4,453.0,119.0,334.0,0.2626931567323119
889,ACRYLIC ALBUSTOR SHEET-6X4-(8501 TO 8507),0.0,0.0,0.0,0.0
890,ACRYLIC SHEET 2MM-(8X4) WHITE 040,0.0,0.0,0.0,0.0
891,ACTION TESA WOODEN FLOORING AT-3-LF-8MM -3058 OC,0.0,0.0,0.0,0.0
892,ACTION TESA WOODEN FLOORING AT-3-LF-8MM-3068 HO,0.0,0.0,0.0,0.0
893,ALBUSTER - ACRYLIC RESIN PANEL,0.0,0.0,0.0,0.0
894,CEN-HDMR-MDF-BSL-8-8X4,0.0,0.0,0.0,0.0
895,CHARCOAL,0.0,0.0,0.0,0.0
896,CHARCOAL- INFINI- 4022- 8X2,0.0,0.0,0.0,0.0
897,CHARCOAL INTERIOR PATTI,0.0,0.0,0.0,0.0
898,CHARCOAL SHEETS,0.0,0.0,0.0,0.0
899,CORIAN SHEETS,0.0,1.0,-1.0,999999999.9999999
900,CRYSTAL ACRYLIC CS 222 8X4,0.0,0.0,0.0,0.0
901,CRYSTAL ACRYLIC CS 227 8X4,0.0,0.0,0.0,0.0
902,DECORATIVE,0.0,0.0,0.0,0.0
903,DECORATIVE SHEET,0.0,0.0,0.0,0.0
904,GLO-906-12MM-MDF BOARD,0.0,0.0,0.0,0.0
905,GLO-DECO. MDF-WAVE BB-555-5-8X4,0.0,0.0,0.0,0.0
906,GLO-DECO. MDF-WAVE BB-MIX DES.-12-8X4,0.0,0.0,0.0,0.0
